id,date,time,day,timezone,timestamp,store,area,state,zip,franchise,age,lor,S,gender,homeowner,haskids,marital_status,metro,urban
136193528,8/12/2017,11:38:32,Sat,America/Anchorage,8/12/2017 19:38,Home Depot 1303, Fairbanks, AK,33892,Home Depot,19,10,4,M,H,0,M,1,0
32040596,5/9/2017,14:15:10,Tue,America/Anchorage,5/9/2017 22:15,Home Depot 1303, Fairbanks, AK,33892,Home Depot,19,1,1,M,R,0,S,1,1
663358065,8/5/2017,20:22:31,Sat,America/Anchorage,8/6/2017 4:22,Home Depot 1303, Fairbanks, AK,33892,Home Depot,19,12,4,M,H,0,M,1,1
204338075,5/23/2017,16:41:44,Tue,America/Anchorage,5/24/2017 0:41,Rent-A-Center 2538, Anchorage, AK,3506110,RentACenter,19,1,1,M,R,0,S,1,1
213443460,5/5/2017,16:30:35,Fri,America/Anchorage,5/6/2017 0:30,Rent-A-Center 2591, Wasilla, AK,3506149,RentACenter,20,1,3,M,R,0,M,1,1
54516239,8/22/2017,7:08:05,Tue,America/Anchorage,8/22/2017 15:08,Sherwin Williams 8231 - Paint Store Anchorage-Airport Road, Anchorage, AK,4336871,Sherwin Williams,20,5,1,M,0,0,S,1,1
119313177,6/15/2017,12:23:24,Thu,America/Anchorage,6/15/2017 20:23,Sherwin Williams 8285 - Paint Store Fairbanks, Fairbanks, AK,4336911,Sherwin Williams,20,14,4,F,H,0,S,1,1
13373521,6/28/2017,11:53:35,Wed,America/Anchorage,6/28/2017 19:53,Lowes 289 - Anchorage, Anchorage, AK,48095,Lowe's,20,13,4,F,H,1,M,1,1
204338075,5/12/2017,13:07:46,Fri,America/Anchorage,5/12/2017 21:07,Lowes 289 - Anchorage, Anchorage, AK,48095,Lowe's,20,30,4,M,H,1,M,1,1
564181742,5/15/2017,17:44:00,Mon,America/Anchorage,5/16/2017 1:44,Lowes 289 - Anchorage, Anchorage, AK,48095,Lowe's,20,12,4,F,H,0,M,1,1
13373521,7/5/2017,16:19:53,Wed,America/Anchorage,7/6/2017 0:19,Lowes 1633 - S. Anchorage, Anchorage, AK,48764,Lowe's,20,12,4,F,H,0,M,1,1
208922964,8/19/2017,11:28:30,Sat,America/Anchorage,8/19/2017 19:28,Lowes 1633 - S. Anchorage, Anchorage, AK,48764,Lowe's,20,12,4,F,H,0,M,1,1
54516239,5/12/2017,12:04:30,Fri,America/Anchorage,5/12/2017 20:04,Lowes 1633 - S. Anchorage, Anchorage, AK,48764,Lowe's,20,12,4,F,H,0,M,1,1
659015534,8/10/2017,7:25:24,Thu,America/Anchorage,8/10/2017 15:25,Lowes 1633 - S. Anchorage, Anchorage, AK,48764,Lowe's,20,12,4,F,H,0,M,1,1
95693693,8/23/2017,16:28:49,Wed,America/Anchorage,8/24/2017 0:28,Lowes 1633 - S. Anchorage, Anchorage, AK,48764,Lowe's,20,12,4,F,H,0,M,1,1
119313177,8/14/2017,16:13:01,Mon,America/Anchorage,8/15/2017 0:13,Lowes 1985 - Fairbanks, Fairbanks, AK,49074,Lowe's,20,12,4,F,H,0,M,1,1
663358065,8/21/2017,17:30:45,Mon,America/Anchorage,8/22/2017 1:30,Lowes 1985 - Fairbanks, Fairbanks, AK,49074,Lowe's,20,10,4,M,R,1,M,1,1
140839362,6/14/2017,16:29:29,Wed,America/Anchorage,6/15/2017 0:29,Lowes 2512 - Wasilla, Wasilla, AK,49319,Lowe's,20,5,1,M,0,0,S,0,0
254287110,5/17/2017,8:27:55,Wed,America/Anchorage,5/17/2017 16:27,Lowes 2512 - Wasilla, Wasilla, AK,49319,Lowe's,20,21,3,M,H,1,M,1,1
274746512,8/16/2017,19:40:57,Wed,America/Anchorage,8/17/2017 3:40,Lowes 2512 - Wasilla, Wasilla, AK,49319,Lowe's,20,21,3,M,H,1,M,1,1
30386425,6/30/2017,20:00:46,Fri,America/Detroit,7/1/2017 0:00,Lowes 2512 - Wasilla, Wasilla, AK,49319,Lowe's,20,12,4,F,H,0,M,1,1
54516239,6/9/2017,21:46:46,Fri,America/Anchorage,6/10/2017 5:46,Lowes 2955 - N.E. Anchorage, Anchorage, AK,49615,Lowe's,20,12,4,F,H,0,M,1,1
52959336,5/18/2017,12:44:25,Thu,America/Anchorage,5/18/2017 20:44,Ace Hardware 9645 - Andys Ace Hardware, Anchorage, AK,64813,Ace Hardware,20,12,4,F,H,0,M,1,1
631904699,5/14/2017,7:57:57,Sun,America/Chicago,5/14/2017 12:57,Home Depot 8577, Florence, AL,1405705,Home Depot,20,12,4,F,H,0,M,1,1
79686493,5/18/2017,9:11:28,Thu,America/Chicago,5/18/2017 14:11,Home Depot 8577, Florence, AL,1405705,Home Depot,20,12,4,F,H,0,M,1,1
201157500,6/15/2017,18:58:25,Thu,America/Chicago,6/15/2017 23:58,Ashley Furniture HomeStore, Birmingham, AL,1408231,Ashley Furniture,20,12,4,F,H,0,M,1,1
202620253,5/10/2017,16:34:16,Wed,America/Chicago,5/10/2017 21:34,Ashley Furniture HomeStore, Birmingham, AL,1408231,Ashley Furniture,20,11,4,M,H,0,M,0,0
354127613,5/25/2017,13:33:45,Thu,America/Chicago,5/25/2017 18:33,Pottery Barn Parkway Place, Huntsville, AL,177566,Pottery Barn,20,11,4,M,H,0,M,0,0
541407458,5/9/2017,10:59:27,Tue,America/Chicago,5/9/2017 15:59,Pottery Barn Parkway Place, Huntsville, AL,177566,Pottery Barn,20,42,5,F,H,0,M,1,1
96864269,7/13/2017,17:46:01,Thu,America/Chicago,7/13/2017 22:46,Pottery Barn Parkway Place, Huntsville, AL,177566,Pottery Barn,20,15,3,M,H,0,S,1,1
96864269,7/13/2017,17:46:01,Thu,America/Chicago,7/13/2017 22:46,Pottery Barn Parkway Place, Huntsville, AL,177566,Pottery Barn,20,15,3,M,H,0,S,1,1
22341366,7/8/2017,15:32:19,Sat,America/Chicago,7/8/2017 20:32,Pier 1 Imports 361 - Hoover, Hoover, AL,1895397,Pier 1 Imports,20,3,4,F,0,0,M,1,1
96946113,8/19/2017,20:07:22,Sat,UTC+00:00,8/19/2017 20:07,Pier 1 Imports 671 - Tuscaloosa, Tuscaloosa, AL,1895565,Pier 1 Imports,20,NULL,NULL,F,0,0,0,1,1
79787669,6/30/2017,12:18:56,Fri,America/Chicago,6/30/2017 17:18,Pier 1 Imports 1213 - Jones Valley, Huntsville, AL,1895820,Pier 1 Imports,20,3,4,F,0,0,M,1,1
166977550,7/17/2017,15:12:00,Mon,America/Chicago,7/17/2017 20:12,Home Depot 875, Hoover, AL,3337916,Home Depot,20,NULL,NULL,F,0,0,0,1,1
193424879,6/18/2017,13:09:20,Sun,America/Chicago,6/18/2017 18:09,Home Depot 875, Hoover, AL,3337916,Home Depot,20,3,4,F,0,0,M,1,1
22338837,8/2/2017,14:44:34,Wed,America/Chicago,8/2/2017 19:44,Home Depot 875, Hoover, AL,3337916,Home Depot,20,13,4,F,H,1,M,1,1
297750994,7/2/2017,14:54:09,Sun,America/Chicago,7/2/2017 19:54,Home Depot 875, Hoover, AL,3337916,Home Depot,21,26,4,F,H,0,M,0,0
417113962,7/1/2017,14:20:14,Sat,America/Chicago,7/1/2017 19:20,Home Depot 875, Hoover, AL,3337916,Home Depot,21,4,1,F,0,0,S,1,1
103252289,7/16/2017,16:02:32,Sun,America/Chicago,7/16/2017 21:02,Home Depot 880, Birmingham, AL,3337917,Home Depot,21,5,1,F,R,0,S,1,1
198087780,7/3/2017,18:20:49,Mon,America/Chicago,7/3/2017 23:20,Home Depot 880, Birmingham, AL,3337917,Home Depot,21,2,1,M,R,0,S,1,1
199515359,7/12/2017,11:30:48,Wed,America/Chicago,7/12/2017 16:30,Home Depot 880, Birmingham, AL,3337917,Home Depot,21,2,1,M,R,0,S,1,1
384499661,6/6/2017,14:09:24,Tue,America/Chicago,6/6/2017 19:09,Home Depot 880, Birmingham, AL,3337917,Home Depot,21,14,4,M,H,0,M,1,1
96847789,5/31/2017,17:42:50,Wed,America/Chicago,5/31/2017 22:42,Home Depot 880, Birmingham, AL,3337917,Home Depot,21,16,5,F,H,0,S,1,1
142785396,7/28/2017,8:00:26,Fri,America/Chicago,7/28/2017 13:00,Home Depot 801, Mobile, AL,33720,Home Depot,21,14,4,M,H,0,M,1,1
167093600,6/25/2017,10:13:51,Sun,America/Chicago,6/25/2017 15:13,Home Depot 801, Mobile, AL,33720,Home Depot,21,1,1,F,0,0,S,0,0
171345158,5/20/2017,15:56:21,Sat,America/Chicago,5/20/2017 20:56,Home Depot 801, Mobile, AL,33720,Home Depot,21,4,3,F,0,1,S,1,1
182140647,5/10/2017,14:52:30,Wed,America/Chicago,5/10/2017 19:52,Home Depot 801, Mobile, AL,33720,Home Depot,21,18,5,NULL,0,0,M,1,1
266835828,6/25/2017,17:05:54,Sun,America/Chicago,6/25/2017 22:05,Home Depot 801, Mobile, AL,33720,Home Depot,21,5,1,F,R,0,S,1,1
279480388,7/11/2017,20:56:31,Tue,America/Chicago,7/12/2017 1:56,Home Depot 801, Mobile, AL,33720,Home Depot,21,4,3,F,0,1,S,1,1
438718485,5/27/2017,14:59:54,Sat,America/Chicago,5/27/2017 19:59,Home Depot 801, Mobile, AL,33720,Home Depot,21,1,1,F,R,0,S,1,1
96969144,5/15/2017,8:52:42,Mon,America/Chicago,5/15/2017 13:52,Home Depot 802, Foley, AL,33721,Home Depot,21,23,5,M,H,1,M,1,1
149504338,8/28/2017,19:38:32,Mon,America/Chicago,8/29/2017 0:38,Home Depot 803, Madison, AL,33722,Home Depot,21,12,4,M,H,1,S,1,1
202197934,5/25/2017,16:03:28,Thu,America/Chicago,5/25/2017 21:03,Home Depot 803, Madison, AL,33722,Home Depot,21,3,2,F,0,0,M,1,1
22417051,7/16/2017,18:13:56,Sun,America/Chicago,7/16/2017 23:13,Home Depot 803, Madison, AL,33722,Home Depot,21,3,2,F,0,0,M,1,1
244811752,5/16/2017,12:41:26,Tue,America/New_York,5/16/2017 16:41,Home Depot 803, Madison, AL,33722,Home Depot,21,3,2,F,0,0,M,1,1
552423440,5/26/2017,21:40:08,Fri,America/Chicago,5/27/2017 2:40,Home Depot 803, Madison, AL,33722,Home Depot,21,3,2,F,0,0,M,1,1
687254307,5/7/2017,16:48:43,Sun,America/Chicago,5/7/2017 21:48,Home Depot 803, Madison, AL,33722,Home Depot,21,4,5,F,H,0,M,1,0
8495152,7/28/2017,14:18:52,Fri,America/Chicago,7/28/2017 19:18,Home Depot 803, Madison, AL,33722,Home Depot,21,9,6,NULL,R,0,M,1,1
110147388,8/24/2017,9:35:09,Thu,America/Chicago,8/24/2017 14:35,Home Depot 804, Huntsville, AL,33723,Home Depot,21,9,6,NULL,R,0,M,1,1
113328506,5/1/2017,11:41:30,Mon,America/Chicago,5/1/2017 16:41,Home Depot 804, Huntsville, AL,33723,Home Depot,21,5,2,NULL,R,0,M,1,1
16655836,8/24/2017,9:35:09,Thu,America/Chicago,8/24/2017 14:35,Home Depot 804, Huntsville, AL,33723,Home Depot,21,25,6,F,H,0,M,1,1
22417051,5/10/2017,12:34:07,Wed,America/Chicago,5/10/2017 17:34,Home Depot 804, Huntsville, AL,33723,Home Depot,21,5,2,NULL,R,0,M,1,1
22442519,5/7/2017,14:28:07,Sun,America/Chicago,5/7/2017 19:28,Home Depot 804, Huntsville, AL,33723,Home Depot,21,1,1,M,H,0,S,0,0
22468951,7/14/2017,17:11:31,Fri,America/Chicago,7/14/2017 22:11,Home Depot 804, Huntsville, AL,33723,Home Depot,21,16,5,F,H,0,S,1,1
22512451,5/14/2017,15:26:07,Sun,America/Chicago,5/14/2017 20:26,Home Depot 804, Huntsville, AL,33723,Home Depot,22,4,5,M,H,0,M,1,1
22514442,5/3/2017,10:59:44,Wed,America/Chicago,5/3/2017 15:59,Home Depot 804, Huntsville, AL,33723,Home Depot,22,10,2,F,H,0,M,1,1
251071817,7/16/2017,16:43:11,Sun,America/Chicago,7/16/2017 21:43,Home Depot 804, Huntsville, AL,33723,Home Depot,22,23,2,F,H,0,S,1,1
278138424,5/10/2017,12:28:25,Wed,America/Chicago,5/10/2017 17:28,Home Depot 804, Huntsville, AL,33723,Home Depot,22,23,2,F,H,0,S,1,1
307429934,5/24/2017,12:07:49,Wed,UTC+00:00,5/24/2017 12:07,Home Depot 804, Huntsville, AL,33723,Home Depot,22,5,1,F,R,0,S,1,1
539259300,7/20/2017,20:19:32,Thu,America/Chicago,7/21/2017 1:19,Home Depot 804, Huntsville, AL,33723,Home Depot,22,2,2,F,R,0,M,1,0
552321403,7/28/2017,13:48:34,Fri,America/Chicago,7/28/2017 18:48,Home Depot 804, Huntsville, AL,33723,Home Depot,22,10,4,F,H,0,S,1,0
552423440,5/27/2017,15:05:44,Sat,America/Chicago,5/27/2017 20:05,Home Depot 804, Huntsville, AL,33723,Home Depot,22,19,3,NULL,H,0,M,1,1
55837536,8/4/2017,21:10:26,Fri,UTC+00:00,8/4/2017 21:10,Home Depot 804, Huntsville, AL,33723,Home Depot,22,12,3,F,H,0,M,0,0
8495152,7/29/2017,20:37:54,Sat,America/Chicago,7/30/2017 1:37,Home Depot 804, Huntsville, AL,33723,Home Depot,22,20,4,NULL,H,1,S,1,1
91153705,6/15/2017,19:59:42,Thu,America/Chicago,6/16/2017 0:59,Home Depot 804, Huntsville, AL,33723,Home Depot,22,11,5,M,H,0,M,0,0
159822201,8/24/2017,14:16:38,Thu,America/Chicago,8/24/2017 19:16,Home Depot 805, Pelham, AL,33724,Home Depot,22,3,1,F,R,0,S,1,1
189296131,5/23/2017,17:21:54,Tue,UTC+00:00,5/23/2017 17:21,Home Depot 805, Pelham, AL,33724,Home Depot,22,NULL,2,NULL,R,0,S,1,0
203994797,8/8/2017,10:12:01,Tue,America/Chicago,8/8/2017 15:12,Home Depot 805, Pelham, AL,33724,Home Depot,22,15,5,F,H,1,S,1,1
22136456,8/9/2017,10:27:35,Wed,America/Chicago,8/9/2017 15:27,Home Depot 805, Pelham, AL,33724,Home Depot,22,9,3,M,0,1,S,1,1
22240971,5/1/2017,19:01:59,Mon,America/Chicago,5/2/2017 0:01,Home Depot 805, Pelham, AL,33724,Home Depot,22,1,1,M,0,0,S,1,0
274510652,5/4/2017,13:25:37,Thu,America/Chicago,5/4/2017 18:25,Home Depot 805, Pelham, AL,33724,Home Depot,22,27,2,F,H,1,M,1,0
44194309,8/17/2017,13:36:54,Thu,America/Chicago,8/17/2017 18:36,Home Depot 805, Pelham, AL,33724,Home Depot,22,27,2,F,H,1,M,1,0
46957386,8/3/2017,9:10:03,Thu,America/Chicago,8/3/2017 14:10,Home Depot 805, Pelham, AL,33724,Home Depot,22,27,2,F,H,1,M,1,0
68483200,5/10/2017,15:22:23,Wed,America/Chicago,5/10/2017 20:22,Home Depot 805, Pelham, AL,33724,Home Depot,22,11,3,F,H,1,M,0,0
96787522,5/21/2017,18:53:05,Sun,America/Chicago,5/21/2017 23:53,Home Depot 805, Pelham, AL,33724,Home Depot,22,21,3,F,H,0,M,1,1
122228663,7/8/2017,11:17:20,Sat,America/Chicago,7/8/2017 16:17,Home Depot 806, Prattville, AL,33725,Home Depot,22,11,3,M,H,1,S,1,1
142902527,8/9/2017,0:10:15,Wed,UTC+00:00,8/9/2017 0:10,Home Depot 806, Prattville, AL,33725,Home Depot,22,4,1,F,H,0,S,0,0
182331167,6/25/2017,9:47:00,Sun,America/Chicago,6/25/2017 14:47,Home Depot 806, Prattville, AL,33725,Home Depot,22,11,3,M,H,1,S,1,1
206906749,7/23/2017,16:34:53,Sun,America/Chicago,7/23/2017 21:34,Home Depot 806, Prattville, AL,33725,Home Depot,22,21,3,F,H,0,M,1,1
222840572,5/17/2017,13:57:55,Wed,America/Chicago,5/17/2017 18:57,Home Depot 806, Prattville, AL,33725,Home Depot,22,5,2,M,0,1,S,1,1
495404256,8/8/2017,14:23:25,Tue,America/Chicago,8/8/2017 19:23,Home Depot 806, Prattville, AL,33725,Home Depot,22,5,1,F,R,0,S,1,1
96965303,7/19/2017,12:43:22,Wed,America/Chicago,7/19/2017 17:43,Home Depot 806, Prattville, AL,33725,Home Depot,22,15,4,F,H,0,M,1,1
190577260,8/29/2017,12:47:24,Tue,America/Chicago,8/29/2017 17:47,Home Depot 808, Dothan, AL,33726,Home Depot,22,NULL,1,NULL,0,0,S,1,1
22665090,8/18/2017,9:53:33,Fri,America/Chicago,8/18/2017 14:53,Home Depot 808, Dothan, AL,33726,Home Depot,22,1,1,F,H,0,S,1,0
36702298,5/17/2017,16:37:34,Wed,America/Chicago,5/17/2017 21:37,Home Depot 808, Dothan, AL,33726,Home Depot,22,1,1,F,0,0,S,1,1
544420912,6/17/2017,17:50:15,Sat,America/Chicago,6/17/2017 22:50,Home Depot 808, Dothan, AL,33726,Home Depot,22,5,2,M,0,1,S,1,1
79686189,5/17/2017,12:04:55,Wed,America/Chicago,5/17/2017 17:04,Home Depot 808, Dothan, AL,33726,Home Depot,22,3,4,M,0,0,S,1,1
22240971,5/28/2017,14:11:18,Sun,America/Chicago,5/28/2017 19:11,Home Depot 810, Jasper, AL,33728,Home Depot,22,4,1,F,0,0,S,1,1
255395045,8/5/2017,9:28:56,Sat,America/Chicago,8/5/2017 14:28,Home Depot 810, Jasper, AL,33728,Home Depot,22,3,4,M,0,0,S,1,1
255395045,5/8/2017,14:45:04,Mon,America/Chicago,5/8/2017 19:45,Home Depot 810, Jasper, AL,33728,Home Depot,22,4,1,F,0,0,S,1,1
415670650,7/14/2017,13:35:31,Fri,America/Chicago,7/14/2017 18:35,Home Depot 810, Jasper, AL,33728,Home Depot,22,5,2,M,0,1,S,1,1
166923444,5/3/2017,19:28:51,Wed,America/Chicago,5/4/2017 0:28,Home Depot 812, Scottsboro, AL,33729,Home Depot,22,4,1,F,0,0,S,1,1
22428048,5/4/2017,14:52:22,Thu,America/Chicago,5/4/2017 19:52,Home Depot 812, Scottsboro, AL,33729,Home Depot,22,4,1,F,0,0,S,1,0
79787669,7/6/2017,15:13:31,Thu,America/Chicago,7/6/2017 20:13,Home Depot 812, Scottsboro, AL,33729,Home Depot,22,4,1,F,0,0,S,1,0
103316443,6/3/2017,18:50:14,Sat,America/Chicago,6/3/2017 23:50,Home Depot 813, Montgomery, AL,33730,Home Depot,22,4,1,F,0,0,S,1,1
252374671,5/8/2017,0:30:57,Mon,UTC+00:00,5/8/2017 0:30,Home Depot 813, Montgomery, AL,33730,Home Depot,22,27,5,M,H,0,M,1,1
769417011,8/29/2017,7:30:05,Tue,America/Chicago,8/29/2017 12:30,Home Depot 813, Montgomery, AL,33730,Home Depot,22,12,4,M,H,0,M,1,1
77437234,7/21/2017,18:26:53,Fri,America/Chicago,7/21/2017 23:26,Home Depot 813, Montgomery, AL,33730,Home Depot,22,23,3,F,H,1,S,1,1
79841511,7/6/2017,12:31:39,Thu,America/Chicago,7/6/2017 17:31,Home Depot 813, Montgomery, AL,33730,Home Depot,22,11,4,M,H,0,M,1,1
143955689,5/7/2017,13:44:43,Sun,America/Chicago,5/7/2017 18:44,Home Depot 816, Opelika, AL,33731,Home Depot,22,4,7,F,H,1,S,1,1
152913022,7/2/2017,16:34:25,Sun,America/Chicago,7/2/2017 21:34,Home Depot 817, Phenix City, AL,33732,Home Depot,22,2,2,M,0,0,S,1,1
166959738,8/22/2017,10:55:38,Tue,America/Chicago,8/22/2017 15:55,Home Depot 817, Phenix City, AL,33732,Home Depot,22,11,4,M,H,0,M,1,1
244407613,8/27/2017,13:34:07,Sun,America/Chicago,8/27/2017 18:34,Home Depot 817, Phenix City, AL,33732,Home Depot,22,0,2,F,H,0,M,1,1
539218957,7/23/2017,17:20:02,Sun,America/Chicago,7/23/2017 22:20,Home Depot 817, Phenix City, AL,33732,Home Depot,23,13,4,M,H,0,M,1,1
651940677,5/14/2017,0:54:44,Sun,UTC+00:00,5/14/2017 0:54,Home Depot 818, Pell City, AL,33733,Home Depot,23,10,6,M,0,0,M,1,1
204773111,5/5/2017,20:45:31,Fri,America/Chicago,5/6/2017 1:45,Home Depot 863, Daphne, AL,33734,Home Depot,23,13,4,M,H,0,M,1,1
22747783,5/14/2017,12:50:47,Sun,America/Chicago,5/14/2017 17:50,Home Depot 863, Daphne, AL,33734,Home Depot,23,20,6,F,H,1,S,0,0
298223628,8/12/2017,16:29:01,Sat,America/Chicago,8/12/2017 21:29,Home Depot 863, Daphne, AL,33734,Home Depot,23,0,1,F,R,0,S,1,1
298223628,8/12/2017,16:27:18,Sat,America/Chicago,8/12/2017 21:27,Home Depot 863, Daphne, AL,33734,Home Depot,23,4,1,F,0,0,S,1,1
386196178,6/6/2017,16:06:36,Tue,America/Chicago,6/6/2017 21:06,Home Depot 863, Daphne, AL,33734,Home Depot,23,32,5,M,H,0,S,1,1
69211761,5/6/2017,10:36:29,Sat,America/Chicago,5/6/2017 15:36,Home Depot 863, Daphne, AL,33734,Home Depot,23,32,5,M,H,0,S,1,1
79842213,8/2/2017,9:35:15,Wed,America/Chicago,8/2/2017 14:35,Home Depot 863, Daphne, AL,33734,Home Depot,23,19,4,M,H,0,M,1,1
142785396,7/28/2017,9:26:41,Fri,America/Chicago,7/28/2017 14:26,Home Depot 865, Mobile, AL,33735,Home Depot,23,19,4,M,H,0,M,1,1
438718485,7/30/2017,18:17:50,Sun,America/Chicago,7/30/2017 23:17,Home Depot 865, Mobile, AL,33735,Home Depot,23,5,3,F,R,0,M,1,1
96900366,5/9/2017,12:12:02,Tue,America/Chicago,5/9/2017 17:12,Home Depot 866, Oxford, AL,33736,Home Depot,23,5,1,M,0,0,S,1,1
130831454,8/3/2017,12:47:25,Thu,America/Chicago,8/3/2017 17:47,Home Depot 877, Tuscaloosa, AL,33738,Home Depot,23,5,2,M,H,0,M,1,1
185142469,8/19/2017,8:55:58,Sat,America/Chicago,8/19/2017 13:55,Home Depot 877, Tuscaloosa, AL,33738,Home Depot,23,5,1,M,0,0,S,1,1
204773111,5/3/2017,12:39:12,Wed,America/Chicago,5/3/2017 17:39,Home Depot 877, Tuscaloosa, AL,33738,Home Depot,23,9,4,F,H,1,S,1,1
264074376,8/17/2017,11:21:02,Thu,America/Chicago,8/17/2017 16:21,Home Depot 877, Tuscaloosa, AL,33738,Home Depot,23,NULL,1,NULL,R,0,S,1,1
188722282,7/17/2017,15:45:19,Mon,America/Chicago,7/17/2017 20:45,Home Depot 881, Birmingham, AL,33740,Home Depot,23,5,1,M,0,0,S,1,1
198087780,6/19/2017,12:13:38,Mon,America/Chicago,6/19/2017 17:13,Home Depot 881, Birmingham, AL,33740,Home Depot,23,5,1,M,0,0,S,1,1
214034023,7/8/2017,19:11:03,Sat,America/Chicago,7/9/2017 0:11,Home Depot 881, Birmingham, AL,33740,Home Depot,23,15,4,F,H,0,S,1,1
216318999,6/5/2017,16:24:44,Mon,America/Chicago,6/5/2017 21:24,Home Depot 881, Birmingham, AL,33740,Home Depot,23,9,4,F,H,1,S,1,1
46957386,6/24/2017,18:29:30,Sat,America/Chicago,6/24/2017 23:29,Home Depot 881, Birmingham, AL,33740,Home Depot,23,23,5,F,H,0,S,1,1
537734580,8/5/2017,19:40:55,Sat,America/Chicago,8/6/2017 0:40,Home Depot 881, Birmingham, AL,33740,Home Depot,23,15,4,F,H,0,S,1,1
540093763,5/6/2017,16:44:04,Sat,America/Chicago,5/6/2017 21:44,Home Depot 881, Birmingham, AL,33740,Home Depot,23,0,1,F,0,0,S,1,1
630667231,6/7/2017,13:51:26,Wed,America/Chicago,6/7/2017 18:51,Home Depot 881, Birmingham, AL,33740,Home Depot,23,12,7,F,H,1,M,1,0
68041219,7/25/2017,15:38:44,Tue,America/Chicago,7/25/2017 20:38,Home Depot 881, Birmingham, AL,33740,Home Depot,23,0,1,F,0,0,S,1,1
149475194,6/4/2017,20:28:09,Sun,America/Chicago,6/5/2017 1:28,Home Depot 882, Fairfield, AL,33741,Home Depot,23,23,5,F,H,0,S,1,1
22131522,6/9/2017,18:13:19,Fri,America/Chicago,6/9/2017 23:13,Home Depot 882, Fairfield, AL,33741,Home Depot,23,12,7,F,H,1,M,1,0
652605809,8/25/2017,12:25:46,Fri,America/Chicago,8/25/2017 17:25,Home Depot 882, Fairfield, AL,33741,Home Depot,23,12,7,F,H,1,M,1,0
79569864,6/27/2017,12:57:02,Tue,America/Chicago,6/27/2017 17:57,Home Depot 882, Fairfield, AL,33741,Home Depot,23,11,2,F,H,0,S,1,1
96847789,7/1/2017,15:50:08,Sat,America/Chicago,7/1/2017 20:50,Home Depot 882, Fairfield, AL,33741,Home Depot,23,22,4,F,H,0,M,1,1
120054011,6/27/2017,12:44:45,Tue,America/Chicago,6/27/2017 17:44,Home Depot 883, Montgomery, AL,33742,Home Depot,23,1,3,F,H,1,S,1,1
247825811,7/15/2017,15:54:19,Sat,America/Chicago,7/15/2017 20:54,Home Depot 883, Montgomery, AL,33742,Home Depot,23,1,1,F,H,0,S,1,1
269078888,5/17/2017,10:25:01,Wed,America/Chicago,5/17/2017 15:25,Home Depot 883, Montgomery, AL,33742,Home Depot,23,5,1,F,R,0,S,0,0
96926590,8/9/2017,16:16:01,Wed,America/Chicago,8/9/2017 21:16,Home Depot 883, Montgomery, AL,33742,Home Depot,23,3,1,F,H,0,S,1,1
96971319,5/13/2017,8:56:09,Sat,America/Chicago,5/13/2017 13:56,Home Depot 883, Montgomery, AL,33742,Home Depot,23,1,6,F,0,0,M,1,1
134475498,8/8/2017,15:28:45,Tue,America/Chicago,8/8/2017 20:28,Home Depot 884, Decatur, AL,33743,Home Depot,23,26,4,M,H,0,M,1,1
170415052,6/16/2017,18:52:37,Fri,America/Chicago,6/16/2017 23:52,Home Depot 884, Decatur, AL,33743,Home Depot,23,4,2,F,H,0,M,1,1
191425839,5/26/2017,19:16:24,Fri,America/New_York,5/26/2017 23:16,Home Depot 884, Decatur, AL,33743,Home Depot,23,4,2,F,H,0,M,1,1
